battle,timestamp,name,user,team,action,tileId,attacker,defender,ipUsed,bipUsed,ipApplied,directPlay
125,1757972369,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,DEFEND,webified-40,cr,ci,25000,0,38750,false
125,1757972370,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,DEFEND,webified-40,cr,ci,25000,0,38750,false
125,1757972372,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,DEFEND,webified-40,cr,ci,25000,0,38750,false
125,1757972647,Monch,bb0fde9aa23633533576d2d5eb4d605c,co,ATTACK,webified-87,ci,cr,10440,0,14616,true
125,1757972755,KingTIMMY,03056648bd5c2af2b96a59fbc27c7a72,fg,ATTACK,webified-79,ci,cr,25740,0,42986,true
125,1757972769,KingTIMMY,03056648bd5c2af2b96a59fbc27c7a72,fg,ATTACK,webified-79,ci,cr,25740,2574,46435,false
125,1757972785,Moose,4d86dd5068bd3c7849a95863f5b527dd,co,ATTACK,webified-69,ci,cr,0,81000,132840,false
125,1757973693,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,ATTACK,webified-69,ci,cr,100000,0,215000,false
125,1757973698,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,ATTACK,webified-69,ci,cr,25000,0,53750,false
125,1757973704,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,ATTACK,webified-69,ci,cr,21540,3460,53750,false
125,1757973707,Macmep,a367fb2b89099bc7d47d94af380c5c2b,bb,ATTACK,webified-69,ci,cr,0,10000,21500,false
125,1757973903,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973904,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973906,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973907,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973908,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973910,10funtov,4e484881c47376082094213bf47e0093,dc,DEFEND,webified-75,cr,ci,0,100000,245000,false
125,1757973922,10funtov,4e484881c47376082094213bf47e0093,dc,ATTACK,webified-69,ci,cr,0,25000,53750,false
125,1757973926,10funtov,4e484881c47376082094213bf47e0093,dc,ATTACK,webified-69,ci,cr,0,25000,53750,false
125,1757973928,10funtov,4e484881c47376082094213bf47e0093,dc,ATTACK,webified-69,ci,cr,0,25000,53750,false
125,1757973931,10funtov,4e484881c47376082094213bf47e0093,dc,ATTACK,webified-69,ci,cr,0,10000,21500,false
125,1757973950,You,5aff81710f4954a52fc4963675c849b1,mt,ATTACK,webified-79,ci,cr,0,25000,61250,false
125,1757973968,007,b86a32c60acef702f0fe61e3965c6d2e,dc,ATTACK,webified-79,ci,cr,0,100000,245000,false
125,1757973970,007,b86a32c60acef702f0fe61e3965c6d2e,dc,ATTACK,webified-79,ci,cr,0,95000,232750,false
125,1757973971,You,5aff81710f4954a52fc4963675c849b1,mt,ATTACK,webified-79,ci,cr,0,100000,245000,false
125,1757973975,You,5aff81710f4954a52fc4963675c849b1,mt,ATTACK,webified-79,ci,cr,0,10000,24500,false
